COMMON_NAME,Molecule (RDKit Mol) (Fingerprint) (Bin),Atom count,Bond count,SlogP,SMR,TPSA,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBA,NumAmideBonds,NumHeteroAtoms,NumUnspecifiedStereocenters,NumRings,NumAromaticCarbocycles,NumSaturatedCarbocycles
Pyridoxal phosphate,0000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000001000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100110100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000010000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000001000000000000000000000100100100000000000000000000000010000000001000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000001010000000000000000000000000000000000000000000100000000000000000100000000000100000000000000000000000000000000000000001000001000000000000000000000000000000000,16,16,0.51742,52.85940000000002,116.95,247.02457367000002,7,3,4,5,0,8,0,1,0,0
Cyanocobalamin,0000110000000000000100111000000100001100000000000000000001000000000000010000000000000000100100101110000100000000000000000010001000100000000000000000110000000000000000000000001001000000000000010010000001000000101000001000100000001000010000000000000101000000000000100000000000000000000100000100100000000000010010100000000000000100100011000000000010000100000010000000001100000100000010000000000000000000000000011000010011000100000000100000000100010010000000000010100000000000000001100001000000000000000000000000000001100000000000000001000001010010000000000001000010000000000000000000000000000000001100000000000001001000000000000000000000000000000001000000010010000001000100000000001000000000000000000000000000000000000000000000100010000000001010000010000000000000000000000000011000000000000000100000000001000100100000000000000001100101000100000100000000000000000000000000000100001000000100000000010100000000000000000000010000000000000000000001001100001010001000000000000000000010001000100001101100000000000000000000001000000011,93,100,2.722220000000001,335.6942000000005,477.85,1354.5674001259997,28,15,27,21,7,30,1,8,1,0
Tetrahydrofolic acid,0000100000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000100000001000000000000000000000100100000000000000000000000000000000000000000001000001100000000001001000000010100000000001000000000000000000000000000000000000000000000000000000000000000000010010000000001000010000000100010000000000010000000000000000000000010000000000000000000000100000000100000000010000000000000000000000000000001000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001010000000000000100000000000000000000000000000000000010000000000000000000001000000000000000000100100000000001000000000000000010000100000000000010000000011000000000000000000100000000000010001000000000000000000001000000000000100000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000100000100000000001000000000000000000000000001000000000101000000000000000100000000000000000000000000000000000000000000000001000000000010,32,34,-0.2819999999999996,115.86200000000004,211.56,445.170981456,13,9,9,9,1,13,1,3,1,0
Histidine,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000001000001000000000000000000000001000010000000000001000000000000000000001100000000000000000000000000000000000000000000000000100000000010000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000100000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000001000000000110000000000000000000000000000000000000000000000000000000000000000000000000000010,11,11,-0.6359000000000004,37.90289999999999,92,155.069476528,5,4,3,3,0,5,0,1,0,0
Ademetionine,0000100000000000000000000000000000000000000000000000000000000100000000000000000000000000101100000000000001000000000000000000001000100000000000000000000000000000000000000000001000000000000000000000001000010000000000001000000000000000000001000000000000000000010100000000000000000000000010000000000000000000000010000000000000010000000010000000000000000001000000000000000100000100000000010000000000000000000100000100010000000000000000000000000000000010000000000000000001000000000100000000000000000000000000001000000000000000000000000000001000000000000000000000000010000010010000000000000000001010000100000000000000000000000000000000000000000000000001000000000000000100001100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000010000000100000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000100001000100000000000000000000000000000000000001000000000000000000000001000000010,27,29,-3.2568999999999964,96.28140000000002,185.46,398.13723880399994,11,6,7,11,0,12,1,3,0,0
Pyruvic acid,0000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000,6,5,-0.3400000000000001,18.316799999999997,54.37,88.01604398799999,3,1,1,2,0,3,0,0,0,0
Phenylalanine,0000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000001000000000000000000000001000010000000000001000000000000000000001000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000110000000000000010000000000000000000001000000000000000000000000000000000000000010,12,12,0.641,45.75720000000001,63.32,165.078978592,3,3,3,2,0,3,0,1,1,0
Biotin,0000100000000000000000000100000000000000100000000000000000000000000000000100000000000000000000000100000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000010000000000000000000000001001000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000001000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000100000000100000000000000000000000000000000100000000000000000000010000000000000000000100000000000010100000000000000000000000000000000000100010000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000100000000000000000000010000000000000000000000000000000000000000000000000000000000,18,19,0.7967999999999997,61.593200000000024,78.42999999999999,244.088163372,5,3,5,3,2,6,0,2,0,0
Choline,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000000,7,6,-0.31510000000000016,29.98519999999998,20.23,104.10699048808999,2,1,2,1,0,2,0,0,0,0
Lysine,0000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000001000010001000000001000000000000000000001000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000010,10,9,-0.4726999999999992,38.51659999999999,89.34,146.105527688,4,5,5,3,0,4,0,0,0,0
Arginine,0000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000100000000000000000000000000000000001000000000000000000000000001000010000000000001000000000000000000001000000000000000000100000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000100000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010,12,11,-1.338429999999999,44.762,125.21999999999998,174.111675688,6,7,5,3,0,6,0,0,0,0
Ascorbic acid,0000100000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000001000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000010000000000000000000000000000000000000000000000000000000000000010,13,13,-1.4074000000000002,35.2562,107.22,176.03208797599999,6,4,2,6,0,6,0,1,0,0
Spermine,0000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000,14,13,-0.3565999999999998,62.31620000000004,76.1,202.21574683199998,4,6,11,4,0,4,0,0,0,0
Aspartic acid,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000010000000000001000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000010,9,8,-1.1269999999999996,27.863999999999997,100.61999999999999,133.037507704,5,4,3,3,0,5,0,0,0,0
Ornithine,0000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000001000010001000000001000000000000000000001000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010,9,8,-0.8627999999999982,33.89959999999999,89.34,132.089877624,4,5,4,3,0,4,0,0,0,0
L-Glutamine,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000010000000000000000000000000000000000000000000000001000010000000000001000000000000000000001000000000000000000100000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010,10,9,-1.3362000000000003,34.03959999999999,106.41,146.06914218,5,5,4,3,1,5,0,0,0,0
Adenosine phosphate,0000100000000000000000000000000000000000000000000000000000000100000000000000000000000000100100000000000000000000000000000000001000000000000000000000000000000000100000000100001000000000000000000000000000010000010000001000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100100000000000000000001000000000000000100000100000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000001001000000000000000000000010000000010000000000000000001010000100000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000100010000000000000000000100000000000000101000000000000000000000000000000000000000100001000000000000000000000000000000000010000000000000000000000000000000100001000100000000000000000000000000000000000000000000000000000000000001000000000,23,25,-1.8629999999999982,73.65510000000003,186.07000000000002,347.06308441799996,12,6,4,10,0,13,0,3,0,0
alpha-Linolenic acid,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000100000000000000000100000000000000000100000000000000000010000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000100000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000100000000000000000000000100000100000000000000000000000000000000000000000000001000000000000000000000000000000000,20,19,5.660500000000006,86.89980000000004,37.3,278.2245802,2,1,13,1,0,2,0,0,0,0
Serine,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000010000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010,7,6,-1.6093999999999995,22.697000000000003,83.55,105.042593084,4,4,2,3,0,4,0,0,0,0
Methionine,0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000010000000000001000000000000000000001000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000100000000010,9,8,0.1514000000000002,38.61020000000001,63.31999999999999,149.051049592,3,3,4,3,0,4,0,0,0,0
Tyrosine,0000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000001000000000000000000000001000010000000000001000000000000000000001000000000000000000000000000000010000000010000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000010,14,14,0.3466,47.42200000000001,83.55,181.073893212,4,4,3,3,0,4,0,1,1,0
Calcitriol,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000100100100000000000000000000000100001000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000001000000000000010000000000000000000000001000000000000000000010000000000001001000000001000000000000000000000000000000001000100000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000010000010000000000000000001000000001000000000000000000000000000000000000000000000000100100000000000000000000000000000000000100000000000101000001000000000000000000000000000000000010000000000000000110000000000000010000000000000000010000001000000000101000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001100010000000000000010001000000000010000100000000000000000100000000000000000000000100000000000000000001101000000000000000000000000100010010,32,34,5.704700000000008,124.03840000000007,60.69,416.32904526799996,3,3,6,3,0,3,0,3,0,3
Lutein,0000101000000000000000000000000000000000000001000000000000000000000000100000000000000000001000000100000001000000000000000000001000000000000000000000000000000000000000000000001000000000000010000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000001000000110000000000000000000100010000000000000010000000000000000000000000000000000100010000000000000000000001000100000000000100000000000100000000000000000000000000000000010001000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000001000000000000000000000000000000010000000000000000000000000000001010010000000010000000000000000101000000000000000000000010001000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000000001001010000000000010000000000000000000,42,43,10.403299999999993,184.10159999999942,40.46,568.4280310319999,2,2,10,2,0,2,0,2,0,0
